Chemin_image,Taille_image,Chemin_masque,Taille_masque
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_282.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_282.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_141.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_141.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_153.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_153.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_165.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_165.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_177.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_177.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_189.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_189.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_200.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_200.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_212.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_212.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_224.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_224.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_236.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_236.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_248.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_248.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_26.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_26.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_284.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_284.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_285.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_285.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_286.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_286.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_287.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_287.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_288.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_288.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_289.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_289.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_29.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_29.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_290.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_290.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_291.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_291.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_292.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_292.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_293.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_293.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_294.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_294.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_296.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_296.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_297.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_297.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_298.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_298.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_299.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_299.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_2_gt.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_2_gt.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_3.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_3.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_30.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_30.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_300.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_300.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_301.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_301.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_302.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_302.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_303.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_303.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_304.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_304.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_306.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_306.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_307.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_307.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_308.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_308.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_309.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_309.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_31.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_31.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_310.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_310.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_311.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_311.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_312.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_312.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_313.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_313.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_314.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_314.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_315.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_315.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_316.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_316.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_318.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_318.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_319.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_319.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_32.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_32.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_320.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_320.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_321.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_321.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_322.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_322.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_323.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_323.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_324.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_324.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_325.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_325.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_326.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_326.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_327.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_327.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_328.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_328.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_33.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_33.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_330.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_330.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_331.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_331.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_332.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_332.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_333.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_333.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_334.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_334.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_335.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_335.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_336.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_336.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_337.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_337.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_338.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_338.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_339.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_339.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_34.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_34.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_341.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_341.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_342.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_342.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_343.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_343.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_344.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_344.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_345.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_345.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_346.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_346.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_347.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_347.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_348.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_348.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_349.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_349.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_35.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_35.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_350.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_350.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_351.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_351.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_353.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_353.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_354.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_354.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_355.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_355.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_356.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_356.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_357.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_357.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_358.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_358.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_359.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_359.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_36.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_36.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_360.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_360.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_361.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_361.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_362.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_362.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_363.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_363.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_365.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_365.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_366.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_366.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_367.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_367.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_368.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_368.png,"(640, 360)"
/media/ludovic/Cache/ENID/ENID_v1.0_tracked/frames/c_233_v_(video_7339.mp4)_s_1_f_369.jpg,"(640, 360)",/media/ludovic/Cache/ENID/ENID_v1.0_tracked/annots/c_233_v_(video_7339.mp4)_s_1_f_369.png,"(640, 360)"
